nro;grad;Acarospora_altoandina;Acarospora_lorentzii;Acarospora_sp1;Acarospora_sp2;Buellia_aethalea;Buellia_aff_aethalea;Buellia_aff_sulfurea;Buellia_concinna;Buellia_crema;Buellia_dispersa;Buellia_sp1;Buellia_sulphurea;Buellia_tellulata;Buellia_tesserata;Buellia_umbrina;Caloplaca_aff_chlorina;Caloplaca_cinnabarina;Caloplaca_sideritis;Candelariella_vitellina;Canoparmelia_carneopruinata;Catillaria_sl;Cladonia_esteril;Cladonia_fimbriata;Cladonia_melanopoda;Cladonia_pyxidata;Cladonia_sp;Cladonia_symphocarpa;Cob_líquenes;Cob_musgo;Cob_roca;Pertusaria_sp3;Dictyonema_sp;Dimelaena_oreina;Diploschistes_bisporus;Diploschistes_diacapsis;Diploschistes_scruposus;Diploschystes_diacapsis;Diploschystes_muscorum;Dyctionema_pavonii;Lepraria_amarilla;Estereocaulon_ramulosum;Flavoparmelia_caperata;Flavoparmelia_haysomii;Flavoparmelia_papilosa;Haematomma_fenzlianum;Heterodemia_badia;Heterodermia_leucomela;Heterodermia_obscurata;Heterodermia_sp;Heterodermia_speciosa;Heterotermia_obscurata;Psora_sp;Hypotrachyna_aff_dentella;Hypotrachyna_aff_intercalanda;Hypotrachyna_aff_longiloba;Hypotrachyna_badia;Hypotrachyna_breverhiza;Hypotrachyna_isidiada;Hypotrachyna_laciniada;Hypotrachyna_obscura;Hypotrachyna_revoluta;Hypotrachyna_rhabdiformis;Lecanora_cf_rupicola;Lecanora_farinosa;Lecidea_aff_laboriosa;Lecidea_sp;Lecidea_sp2;Lecidella_granulosula;Lepraria_amarilla;Lepraria_lobulada;Lepraria_verde;Leptogium_sp;Neofuscelia_sp;Ochrolechia_austroamericana;Ochrolechia_parella;Paraparmelia_rupicola;Paraparmelia_sp;Parmelinopsis_afrorevoluta;Parmelinopsis_sp;Parmotrema_aff_bonariensis;Parmotrema_aff_hababianum;Parmotrema_reticulatum;Parmotrema_warmingii;Peltigera_dydactila;Pertusaria_aff_coriacea;Pertusaria_ap2;Pertusaria_beige;Pertusaria_sp2;Phaeophyscia_sp;Physcia_dubia;Physcia_tribacia;Physcia_ lobulata;Placidium_sp;Placomaronea_candelarioides;Placomaronea_negra;Protoparmelia_badia;Psiloparmelia_distincta;Psiloparmelia_pustulata;Psora_sp;Punctelia_aff_hypoleucites;Punctelia_aff_semansiana;Punctelia_colombiana;Punctelia_perreticulata;Punctelia_punctilla;Punctelia_stictica;Ramalina_celastri;Ramalina_cf_pilulifera;Ramalina_aff_puiggarii;Rhizocarpon_cf_inorense;Rhizocarpon_disporum;Rhizocarpon_geographicum;Rhizocarpon_geographicum2;Rhizocarpon_gris;Rhizocarpon_obscuratum;Rhizocarpon_propagulosum;Rhizocarpon_verde;Rimoso_blanco;Rinodina_confragosula;Rinodina_confragosa;Stereocaulon_ramulosum;Teloschystes_nodulifer;Tephromela_atra;Umbilicaria_africana;Umbilicaria_polyrrhiza;Usnea_aff_saxydilatata;Usnea_amblyoclada;Usnea_apoteciada;Usnea_cornuta;Usnea_diuretzi;Usnea_hieronymi;Usnea_krogiana;Usnea_luti;Usnea_saxidilatata;Usnea_sp;Xanthoparmelia_cordillerana;Xanthoparmelia_cotopaxiensis;Xanthoparmelia_farinosa;Xanthoparmelia_hipopsila;Xanthoparmelia_microspora;Xanthoparmelia_microsticta;Xanthoparmelia_mougeoti;Xanthoparmelia_plittii;Xanthoparmelia_punctulata;Xanthoparmelia_santesonii;Xanthoparmelia_scabrosa;Xanthoparmelia_sp;Xanthoparmelia_submougeotii;Xanthoparmelia_subtinctina;Xanthoparmelia_subulcerosa;Xanthoparmelia_sutinctina;Xanthoparmelia_taractica;Xanthoparmelia_ulcerosa;Xanthoparmelia_wrightiana;Xanthoria_parietina;Xanthoria_sp;Xanthorparmelia_microspora;or_roca;ORNS_R;or_R;E;W;exp;L;A;sup;pend;pend_c;tipo_roca;or_ladera;ORNS_L;or_L;paj;roc;arb;so;mg;rast;ces;alt;piso;obs
T4_1800R10;linderos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.8;;;;;;;;;;;;;;;;;;;;;;;;220;-0.766;N;40;10;130;1.7;7.3;12.41;75;vertical;gneiss;300;0.5;S;15;60;2;2;1;10;10;1796;1800;NA
T4_1800R8;linderos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.4;;;;;;;;;;;;;;;;;;;;;;;;150;-0.866;plana;0;10;170;2.9;6.3;18.27;8;plana;gneiss;130;-0.6428;N;5;70;0;8;3;7;7;1797;1800;NA
T4_2100R1;linderos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.6;;;;;;;;;;;;;;;;;;;;;;;;110;-0.342;N;0;60;120;2;3.2;6.4;50;vertical;gneiss;90;0;S;5;90;0;0;0;5;0;2128;2100;NA
T4_2100R2;linderos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.2;;;;;;;;;;;;;;;;;;;;;;;;110;-0.342;N;0;60;120;3.1;5.4;16.74;45;media;gneiss;50;0.6428;S;10;80;0;1;2;2;7;2133;2100;NA
T4_2100R4;linderos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.2;;;;;;;;;;;;;;;;;;;;;;;;20;0.9397;S;10;10;160;3.5;7.2;25.2;80;vertical;gneiss;40;0.766;S;10;70;1;15;1;5;10;2140;2100;NA
T4_2100R8;linderos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.2;;;;;;;;;;;;;;;;;;;;;;;;60;0.5;S;0;50;130;5.5;1.6;8.8;40;media;gneiss;120;-0.5;N;5;75;0;2;2;5;15;2134;2100;NA
T4_2100R9;linderos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.2;;;;;;;;;;;;;;;;;;;;;;;;160;-0.9397;N;0;35;145;3.5;1.4;4.9;45;media;gneiss;120;-0.5;N;5;80;0;5;1;2;10;2144;2100;NA
T4_2100R12;linderos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;180;-1;N;15;25;140;2;3.2;6.4;80;vertical;gneiss;110;-0.342;N;10;30;0;15;0;5;50;2154;2100;NA
T4_2100R15;linderos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.2;;;;;;;;;;;;;;;;;;;;;;;;200;-0.9397;N;40;25;115;3.5;5.5;19.25;90;vertical;gneiss;160;-0.9397;N;35;55;0;10;3;5;5;2145;2100;NA
T4_2100R18;linderos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.6;;;;;;;;;;;;;;;;;;;;;;;;230;-0.6428;N;40;20;120;3.9;3.5;13.65;80;vertical;gneiss;130;-0.6428;N;5;75;0;10;2;5;10;2137;2100;NA
T4_2400R2;linderos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.4;;;;;;;;;;;;;;;;;;;;;;;;40;0.766;S;0;30;150;3.3;2.2;7.26;45;media;gneiss;45;0.7071;S;10;50;5;10;2;0;0;2446;2400;NA
T4_2400R3;linderos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.4;;;;;;;;;;;;;;;;;;;;;;;;110;-0.342;N;15;50;115;2.1;6;12.6;50;vertical;gneiss;140;-0.766;N;5;90;0;2;0;5;0;2447;2400;NA
T4_2400R4;linderos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.8;;;;;;;;;;;;;;;;;;;;;;;;110;-0.342;N;5;70;105;1.3;5.9;7.67;90;vertical;gneiss;140;-0.766;N;15;65;0;0;1;10;70;2447;2400;NA
T4_2400R5;linderos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.2;;;;;;;;;;;;;;;;;;;;;;;;220;-0.766;N;15;0;165;3;4.2;12.6;90;vertical;gneiss;100;-0.1736;N;5;75;20;0;0;5;0;2433;2400;NA
T4_2400R8;linderos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.6;;;;;;;;;;;;;;;;;;;;;;;;140;-0.766;N;10;30;140;3;4.75;14.25;55;vertical;gneiss;10;0.9848;S;60;0;20;1;10;10;10;2434;2400;NA
T4_2400R9;linderos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.8;;;;;;;;;;;;;;;;;;;;;;;;300;0.5;plana;10;15;155;1.8;6.4;11.52;5;plana;gneiss;320;0.766;S;10;70;0;5;8;10;5;2431;2400;NA
T4_2400R11;linderos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.6;;;;;;;;;;;;;;;;;;;;;;;;190;-0.9848;N;10;15;155;2.2;3.2;7.04;90;vertical;gneiss;90;0;S;15;75;0;0;1;15;0;2425;2400;NA
T4_2400R12;linderos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.4;;;;;;;;;;;;;;;;;;;;;;;;190;-0.9848;N;10;15;155;2.2;3.2;7.04;90;vertical;gneiss;90;0;S;15;75;0;0;1;15;0;2425;2400;NA
T4_2400R16;linderos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;330;0.866;S;0;15;165;3;4.2;12.6;90;vertical;gneiss;40;0.766;S;5;70;0;10;1;5;10;2410;2400;NA
T4_2400R17;linderos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.6;;;;;;;;;;;;;;;;;;;;;;;;340;0.9397;S;0;20;160;2.6;4.6;11.96;80;vertical;gneiss;0;1;S;10;80;10;0;1;2;0;2406;2400;NA
T4_2700R1;linderos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;120;-0.5;N;0;30;150;3.8;6.9;26.22;50;vertical;gneiss;180;-1;N;10;70;0;20;0;2;5;2665;2700;NA
T4_2700R3;linderos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;110;-0.342;plana;3;8;169;4.6;1.7;7.82;5;plana;gneiss;20;0.9397;S;30;60;0;10;0;10;0;2677;2700;NA
T4_2700R4;linderos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.8;;;;;;;;;;;;;;;;;;;;;;;;230;-0.6428;plana;2;5;173;3.3;3.2;10.56;5;plana;gneiss;20;0.9397;S;30;60;0;0;20;0;5;2679;2700;NA
T4_2700R5;linderos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;40;0.766;S;50;30;100;1.9;3;5.7;40;media;gneiss;340;0.9397;S;10;30;0;5;2;5;5;2680;2700;NA
T4_2700R6;linderos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.4;;;;;;;;;;;;;;;;;;;;;;;;70;0.342;S;5;45;130;3;6.1;18.3;40;media;gneiss;100;-0.1736;N;10;60;0;10;5;5;10;2574;2700;NA
T4_2700R7;linderos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.4;;;;;;;;;;;;;;;;;;;;;;;;60;0.5;plana;25;5;150;1.7;3.13;5.321;10;plana;gneiss;10;0.9848;S;20;65;0;10;2;10;0;2676;2700;NA
T4_2700R8;linderos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.6;;;;;;;;;;;;;;;;;;;;;;;;220;-0.766;N;70;5;105;2.45;4.2;10.29;80;vertical;gneiss;140;-0.766;N;15;60;0;15;0;15;5;2673;2700;NA
T4_2700R9;linderos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.6;;;;;;;;;;;;;;;;;;;;;;;;170;-0.9848;N;15;2;163;1.3;3.7;4.81;40;media;gneiss;100;-0.1736;N;25;55;0;10;0;10;5;2668;2700;NA
T4_2700R10;linderos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.8;;;;;;;;;;;;;;;;;;;;;;;;180;-1;N;5;2;173;5.8;4.6;26.68;40;media;gneiss;190;-0.9848;N;15;70;0;10;2;7;5;2670;2700;NA
T4_2700R11;linderos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.6;;;;;;;;;;;;;;;;;;;;;;;;140;-0.766;N;2;65;113;3.1;6.6;20.46;85;vertical;gneiss;120;-0.5;N;10;70;0;10;0;10;5;2672;2700;NA
T4_2700R13;linderos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.2;;;;;;;;;;;;;;;;;;;;;;;;260;-0.1736;N;40;10;130;3;6.9;20.7;85;vertical;gneiss;160;-0.9397;N;20;70;0;5;2;5;0;2676;2700;NA
T4_2700R14;linderos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.6;;;;;;;;;;;;;;;;;;;;;;;;110;-0.342;N;0;60;120;3.4;4.5;15.3;75;vertical;gneiss;150;-0.866;N;10;80;0;2;1;5;0;2669;2700;NA
T4_2700R15;linderos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.2;;;;;;;;;;;;;;;;;;;;;;;;60;0.5;plana;0;10;170;4.2;4.8;20.16;10;plana;gneiss;100;-0.1736;N;10;85;0;0;0;5;0;2675;2700;NA
T4_2700R16;linderos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.2;;;;;;;;;;;;;;;;;;;;;;;;350;0.9848;S;3;20;157;3.9;2;7.8;40;media;gneiss;10;0.9848;S;5;30;10;30;15;15;0;2673;2700;NA
T4_2700R17;linderos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.4;;;;;;;;;;;;;;;;;;;;;;;;20;0.9397;S;0;70;110;4.4;5.4;23.76;75;vertical;gneiss;40;0.766;S;20;65;0;10;2;70;5;2661;2700;NA
T4_2700R18;linderos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;20;0.9397;S;0;70;110;3.4;3.3;11.22;70;vertical;gneiss;60;0.5;S;20;75;0;0;0;10;0;2664;2700;NA
T2_2400R7;gigantes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.2;;;;;;;;;;;;;;;;;;;;;;;;;40;0.766;N;3;20;157;1;3.95;3.95;90;vertical;granito;0;1;S;5;60;0;40;0;5;0;2300;2400;NA
T2_2400R8;gigantes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.8;;;;;;;;;;;;;;;;;;;;;;;;;165;-0.9659;plana;3;0;177;5.3;3;15.9;20;plana;granito;110;-0.342;N;20;50;1;30;10;5;20;2305;2400;NA
T2_2400R9;gigantes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.8;;;;;;;;;;;;;;;;;;;;;;;;;240;-0.5;plana;3;0;177;4.19;4.87;20.4053;15;plana;granito;120;-0.5;N;20;40;0;0;0;0;0;2292;2400;NA
T2_2400R10;gigantes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.6;;;;;;;;;;;;;;;;;;;;;;;;;150;-0.866;S;0;0;180;1.63;5.4;8.802;90;vertical;granito;110;-0.342;N;10;30;0;20;0;0;0;2295;2400;NA
T2_2400R11;gigantes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14.8;;;;;;;;;;;;;;;;;;;;;;;;;340;0.9397;N;10;7;163;1.67;3.6;6.012;70;vertical;granito;80;0.1736;S;20;10;1;20;10;0;0;2313;2400;NA
T2_2400R12;gigantes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;;;;;;;;;;;;;;;;;;;;;;;;;40;0.766;N;0;25;155;2.43;3.3;8.019;40;media;granito;120;-0.5;N;20;40;0;10;10;10;40;2312;2400;NA
T2_2400R13;gigantes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.2;;;;;;;;;;;;;;;;;;;;;;;;;20;0.9397;N;3;20;157;4.45;1.68;7.476;40;media;granito;160;-0.9397;N;10;40;0;0;30;0;40;2312;2400;NA
T2_2400R14;gigantes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.2;;;;;;;;;;;;;;;;;;;;;;;;;165;-0.9659;plana;0;1;179;6.3;2.4;15.12;10;plana;granito;160;-0.9397;N;5;60;0;30;20;0;10;2311;2400;NA
T2_2400R15;gigantes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.2;;;;;;;;;;;;;;;;;;;;;;;;;180;-1;S;20;10;150;1.5;3.7;5.55;50;vertical;granito;200;-0.9397;N;20;30;0;0;10;0;50;2312;2400;NA
T2_2400R16;gigantes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.2;;;;;;;;;;;;;;;;;;;;;;;;;190;-0.9848;S;3;0;177;2.1;3.26;6.846;50;vertical;granito;290;0.342;S;20;10;0;0;10;20;50;2315;2400;NA
T2_2400R17;gigantes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.6;;;;;;;;;;;;;;;;;;;;;;;;;215;-0.8192;S;10;0;170;0.9;4.93;4.437;80;vertical;granito;300;0.5;S;20;20;0;0;10;0;60;2303;2400;NA
T2_2400R18;gigantes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.4;;;;;;;;;;;;;;;;;;;;;;;;;200;-0.9397;S;10;60;110;3;3;9;83;vertical;granito;270;0;N;30;50;0;5;10;0;40;2297;2400;NA
T2_2400R19;gigantes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.6;;;;;;;;;;;;;;;;;;;;;;;;;340;0.9397;plana;10;0;170;4;3.7;14.8;10;plana;granito;270;0;N;30;50;0;5;10;0;40;2297;2400;NA
T3_1200R3;condorito;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;200;-0.9397;N;40;10;130;2.3;6.7;15.41;80;vertical;granito;150;-0.866;N;20;60;20;2;0;2;0;1193;1200;NA
